,Source,State,Date,Sample,Biden,Trump,Other,p_hat,sample_sd,Delegates,538 Grade,Mean-Reverted Bias,Bias,Bias_Party,Bias_Numeric,Grade_Bin,Bias_Adjustment
971,UT Tyler,Texas,2020-02-29,1221.0,0.495,0.505,0.11,0.495,0.014308379703157507,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
972,Univision/CMAS UH,Texas,2020-02-28,1004.0,0.485,0.515,0.11,0.485,0.01577275754198002,38,B/C,,,,0.0,2.0,0.0
973,CNN/SSRS,Texas,2020-02-28,1003.0,0.505,0.495,0.05,0.505,0.015786935042808734,38,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
974,Univ. of Texas / Texas Tribune,Texas,2020-02-14,1200.0,0.48,0.52,0.1,0.48,0.014422205101855956,38,,,,,0.0,,0.0
975,UT Tyler,Texas,2020-02-02,915.0,0.49,0.51,0.1,0.49,0.016526183894001685,38,B/C,R +0.3,R +4.1,R,0.040999999999999995,2.0,0.040999999999999995
976,Texas Lyceum,Texas,2020-01-29,520.0,0.47500000000000003,0.525,0.03,0.47500000000000003,0.021899025268086878,38,,,,,0.0,,0.0
977,Y2 Analytics,Utah,2020-10-31,660.0,0.465,0.535,0.05,0.465,0.019414731988410712,6,B/C,D +0.4,D +3.3,D,0.033,2.0,-0.033
978,Hinckley-Deseret News,Utah,2020-10-23,1000.0,0.44,0.56,0.12,0.44,0.015697133496278867,6,,,,,0.0,,0.0
979,Y2 Analytics,Utah,2020-10-05,1214.0,0.45,0.55,0.1,0.45,0.01427835771985969,6,B/C,D +0.4,D +3.3,D,0.033,2.0,-0.033
980,Hinckley-Deseret News,Utah,2020-09-17,1000.0,0.41,0.5900000000000001,0.12,0.41,0.01555313473226539,6,,,,,0.0,,0.0
981,Hinckley-Deseret News,Utah,2020-08-07,1000.0,0.405,0.595,0.19,0.405,0.015523369479594306,6,,,,,0.0,,0.0
982,Y2 Analytics,Utah,2020-05-26,1078.0,0.485,0.515,0.15,0.485,0.015221768174068461,6,B/C,D +0.4,D +3.3,D,0.033,2.0,-0.033
983,Hinckley-Deseret News,Utah,2020-04-29,964.0,0.405,0.595,0.17,0.405,0.015810568186818634,6,,,,,0.0,,0.0
984,Y2 Analytics,Utah,2020-04-13,1266.0,0.475,0.525,0.13,0.475,0.014034909083630788,6,B/C,D +0.4,D +3.3,D,0.033,2.0,-0.033
985,Hinckley-Deseret News,Utah,2020-03-05,1000.0,0.41500000000000004,0.585,0.17,0.41500000000000004,0.015581238718407468,6,,,,,0.0,,0.0
986,Hinckley-Deseret News,Utah,2020-01-31,1017.0,0.41000000000000003,0.59,0.2,0.41000000000000003,0.01542259512894337,6,,,,,0.0,,0.0
987,Axios / SurveyMonkey,Vermont,2020-11-01,719.0,0.725,0.275,0.03,0.725,0.016652172649952876,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
988,Axios / SurveyMonkey,Vermont,2020-10-17,651.0,0.675,0.325,0.01,0.675,0.018357057684179032,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
989,Vermont Public Radio,Vermont,2020-09-22,604.0,0.6200000000000001,0.38,0.12,0.6200000000000001,0.019750094307763772,3,,,,,0.0,,0.0
990,Roanoke College,Virginia,2020-10-31,802.0,0.555,0.445,0.05,0.555,0.01754847223565306,13,B/C,D +0.5,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
991,VCU,Virginia,2020-10-29,709.0,0.56,0.44,0.1,0.56,0.018642203057519777,13,,,,,0.0,,0.0
992,Christopher Newport Univ.,Virginia,2020-10-28,908.0,0.56,0.43999999999999995,0.06,0.56,0.016473179376383897,13,B/C,D +0.7,D +2.7,D,0.027000000000000003,2.0,-0.027000000000000003
993,Wash. Post / George Mason,Virginia,2020-10-22,908.0,0.555,0.44499999999999995,0.07,0.555,0.016492389113721945,13,,,,,0.0,,0.0
994,Roanoke College,Virginia,2020-10-15,602.0,0.5750000000000001,0.425,0.09,0.5750000000000001,0.02014791647307433,13,B/C,D +0.5,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
995,Civiqs,Virginia,2020-10-15,1231.0,0.5650000000000001,0.435,0.03,0.5650000000000001,0.014129923999581743,13,B/C,,,,0.0,2.0,0.0
996,Christopher Newport Univ.,Virginia,2020-09-24,796.0,0.525,0.475,0.09,0.525,0.01769986372488209,13,B/C,D +0.7,D +2.7,D,0.027000000000000003,2.0,-0.027000000000000003
997,VCU,Virginia,2020-09-15,693.0,0.5700000000000001,0.43,0.08,0.5700000000000001,0.01880637268799206,13,,,,,0.0,,0.0
998,Roanoke College,Virginia,2020-08-26,566.0,0.5700000000000001,0.43,0.08,0.5700000000000001,0.020809585994390915,13,B/C,D +0.5,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
999,VCU,Virginia,2020-07-30,725.0,0.555,0.445,0.11,0.555,0.018456846220679012,13,,,,,0.0,,0.0
1000,Morning Consult,Virginia,2020-07-28,1156.0,0.555,0.44499999999999995,0.07,0.555,0.014616640987984425,13,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1001,Roanoke College,Virginia,2020-05-19,563.0,0.56,0.44,0.1,0.56,0.020920215520083666,13,B/C,D +0.5,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
1002,VCU,Virginia,2020-04-14,663.0,0.55,0.44999999999999996,0.08,0.55,0.019321055028667933,13,,,,,0.0,,0.0
1003,Hampton University,Virginia,2020-03-02,768.0,0.535,0.465,0.17,0.535,0.017997938249977412,13,C/D,R +0.8,R +5.8,R,0.057999999999999996,3.0,0.057999999999999996
1004,Roanoke College,Virginia,2020-02-24,520.0,0.54,0.46,0.12,0.54,0.021856173217018292,13,B/C,D +0.5,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
1005,Public Policy,Washington,2020-10-19,610.0,0.615,0.385,0.03,0.615,0.019701668399019358,12,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
1006,SurveyUSA,Washington,2020-10-12,591.0,0.6050000000000001,0.395,0.11,0.6050000000000001,0.020108630535086568,12,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
1007,Strategies 360,Washington,2020-09-22,501.0,0.61,0.39,0.06,0.61,0.021791060079794134,12,B/C,R +0.1,R +0.6,R,0.006,2.0,0.006
1008,SurveyUSA,Washington,2020-07-28,534.0,0.67,0.33,0.1,0.67,0.020348094353531604,12,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
1009,Public Policy,Washington,2020-05-22,1070.0,0.61,0.39,0.04,0.61,0.014910950626909433,12,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
1010,SurveyUSA,Washington,2020-05-21,530.0,0.6299999999999999,0.37,0.12,0.6299999999999999,0.02097167901610925,12,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
1011,EMC Research,Washington,2020-04-20,583.0,0.5650000000000001,0.435,0.09,0.5650000000000001,0.02053215693169087,12,,,,,0.0,,0.0
1012,Public Policy,Washington,2019-10-31,900.0,0.61,0.39,0.04,0.61,0.016258331197676265,12,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
1013,Triton Polling,West_Virginia,2020-10-23,544.0,0.4,0.6,0.04,0.4,0.021004201260420147,5,,,,,0.0,,0.0
1014,Research America,West_Virginia,2020-10-13,450.0,0.43,0.5700000000000001,0.08,0.43,0.02333809475228573,5,,,,,0.0,,0.0
1015,Triton Polling,West_Virginia,2020-10-06,525.0,0.41000000000000003,0.59,0.04,0.41000000000000003,0.021465365237095427,5,,,,,0.0,,0.0
1016,Axios / SurveyMonkey,West_Virginia,2020-10-01,516.0,0.37,0.63,0.02,0.37,0.021254274535878935,5,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
1017,WPA Intelligence,West_Virginia,2020-01-13,500.0,0.325,0.675,0.03,0.325,0.02094636006565341,5,B/C,R +0.7,R +2.1,R,0.021,2.0,0.021
1018,Research Co.,Wisconsin,2020-11-02,450.0,0.54,0.45999999999999996,0.08,0.54,0.02349468024894146,10,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
1019,Morning Consult,Wisconsin,2020-11-02,1002.0,0.5650000000000001,0.435,0.05,0.5650000000000001,0.01566155902641,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1020,Civiqs,Wisconsin,2020-11-01,789.0,0.52,0.48,0.02,0.52,0.01778622528492011,10,B/C,,,,0.0,2.0,0.0
1021,Ipsos/Reuters,Wisconsin,2020-11-01,696.0,0.55,0.45,0.04,0.55,0.018857450736402895,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1022,NY Times / Siena College,Wisconsin,2020-11-01,1253.0,0.555,0.44499999999999995,0.07,0.555,0.014039478029328355,10,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
1023,Susquehanna,Wisconsin,2020-10-31,450.0,0.515,0.48500000000000004,0.05,0.515,0.023559617050273877,10,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
1024,Emerson College,Wisconsin,2020-10-31,751.0,0.54,0.46,0.02,0.54,0.018186780584148993,10,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
1025,CNN/SSRS,Wisconsin,2020-10-31,873.0,0.54,0.46,0.04,0.54,0.01686819736884255,10,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
1026,Marquette Law,Wisconsin,2020-10-28,749.0,0.525,0.475,0.09,0.525,0.018246751087074235,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1027,ABC News / Wash. Post,Wisconsin,2020-10-28,809.0,0.585,0.41500000000000004,0.03,0.585,0.017323184090857417,10,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
1028,Ipsos/Reuters,Wisconsin,2020-10-26,664.0,0.545,0.455,0.03,0.545,0.019325018119039496,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1029,Univ. of Wisconsin-Madison,Wisconsin,2020-10-26,647.0,0.545,0.455,0.03,0.545,0.019577255516016863,10,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
1030,Trafalgar Group,Wisconsin,2020-10-25,1082.0,0.505,0.495,0.09,0.505,0.015199687466385142,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1031,Gravis Marketing,Wisconsin,2020-10-25,677.0,0.555,0.445,0.03,0.555,0.019099947025222924,10,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
1032,Morning Consult,Wisconsin,2020-10-22,1038.0,0.56,0.44,0.04,0.56,0.015407127445046328,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1033,RMG Research,Wisconsin,2020-10-22,800.0,0.53,0.47,0.06,0.53,0.017645821035021294,10,B/C,,,,0.0,2.0,0.0
1034,Susquehanna,Wisconsin,2020-10-21,500.0,0.5,0.5,0.1,0.5,0.022360679774997897,10,C,D +0.9,D +1.7,D,0.017,3.0,-0.017
1035,Fox News,Wisconsin,2020-10-21,1037.0,0.525,0.475,0.07,0.525,0.015507331765212677,10,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
1036,CNBC/Change Research,Wisconsin,2020-10-20,447.0,0.54,0.46,0.04,0.54,0.02357338961597541,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1037,Ipsos/Reuters,Wisconsin,2020-10-19,663.0,0.54,0.45999999999999996,0.06,0.54,0.019356152341934153,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1038,Trafalgar Group,Wisconsin,2020-10-19,1051.0,0.51,0.49,0.06,0.51,0.015419907554876959,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1039,YouGov/CBS News,Wisconsin,2020-10-18,1112.0,0.525,0.47500000000000003,0.03,0.525,0.014975249364373864,10,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
1040,Trafalgar Group,Wisconsin,2020-10-15,1043.0,0.51,0.49,0.08,0.51,0.015478931340252194,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1041,Morning Consult,Wisconsin,2020-10-13,1067.0,0.535,0.465,0.05,0.535,0.015269371367811282,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1042,Ipsos/Reuters,Wisconsin,2020-10-12,577.0,0.535,0.465,0.05,0.535,0.020764212313455738,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1043,NY Times / Siena College,Wisconsin,2020-10-12,789.0,0.55,0.44999999999999996,0.08,0.55,0.01771124538048515,10,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
1044,Baldwin Wallace Univ.,Wisconsin,2020-10-11,883.0,0.53,0.47,0.08,0.53,0.01679602498408889,10,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
1045,Redfield & Wilton,Wisconsin,2020-10-09,688.0,0.55,0.44999999999999996,0.08,0.55,0.01896677020720774,10,,,,,0.0,,0.0
1046,Marquette Law,Wisconsin,2020-10-07,700.0,0.525,0.475,0.11,0.525,0.018874586088176874,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1047,CNBC/Change Research,Wisconsin,2020-10-06,442.0,0.535,0.465,0.05,0.535,0.02372423584682628,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1048,Ipsos/Reuters,Wisconsin,2020-10-05,601.0,0.53,0.47,0.06,0.53,0.020358680545263564,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1049,Redfield & Wilton,Wisconsin,2020-10-02,663.0,0.525,0.475,0.09,0.525,0.019394102756236417,10,,,,,0.0,,0.0
1050,Trafalgar Group,Wisconsin,2020-09-28,1189.0,0.515,0.485,0.07,0.515,0.01449384312892619,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1051,NBC News/Marist,Wisconsin,2020-09-27,727.0,0.55,0.45,0.02,0.55,0.018451020705150655,10,,,,,0.0,,0.0
1052,Univ. of Wisconsin-Madison,Wisconsin,2020-09-24,664.0,0.52,0.48000000000000004,0.04,0.52,0.01938823391796765,10,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
1053,Baldwin Wallace Univ.,Wisconsin,2020-09-23,863.0,0.545,0.45499999999999996,0.09,0.545,0.016951125982487415,10,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
1054,CNBC/Change Research,Wisconsin,2020-09-23,571.0,0.545,0.45499999999999996,0.07,0.545,0.02083943284907493,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1055,Ipsos/Reuters,Wisconsin,2020-09-21,609.0,0.525,0.475,0.09,0.525,0.020235680335009484,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1056,Redfield & Wilton,Wisconsin,2020-09-18,636.0,0.53,0.47,0.12,0.53,0.019790570145063194,10,,,,,0.0,,0.0
1057,ABC News / Wash. Post,Wisconsin,2020-09-16,605.0,0.53,0.47000000000000003,0.02,0.53,0.020291267510682585,10,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
1058,CNN/SSRS,Wisconsin,2020-09-15,816.0,0.55,0.44999999999999996,0.06,0.55,0.0174157636504809,10,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
1059,NY Times / Siena College,Wisconsin,2020-09-12,769.0,0.525,0.475,0.09,0.525,0.01800790896899556,10,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
1060,Emerson College,Wisconsin,2020-09-10,823.0,0.535,0.465,0.05,0.535,0.01738615110666437,10,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
1061,Benenson / GS Strategy,Wisconsin,2020-09-10,1200.0,0.525,0.47500000000000003,0.05,0.525,0.014415703243338494,10,B/C,D +0.7,D +3.8,D,0.038,2.0,-0.038
1062,Marquette Law,Wisconsin,2020-09-09,688.0,0.52,0.48,0.08,0.52,0.01904706532971467,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1063,CNBC/Change Research,Wisconsin,2020-09-09,501.0,0.53,0.47,0.06,0.53,0.022298107292376974,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1064,Redfield & Wilton,Wisconsin,2020-09-08,670.0,0.545,0.45499999999999996,0.09,0.545,0.01923829359112984,10,,,,,0.0,,0.0
1065,Rasmussen Reports,Wisconsin,2020-09-07,1000.0,0.54,0.45999999999999996,0.06,0.54,0.015760710643876435,10,C+,R +1.5,R +1.6,R,0.016,3.0,0.016
1066,YouGov/CBS News,Wisconsin,2020-09-06,978.0,0.53,0.47,0.06,0.53,0.015959432210533607,10,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
1067,Fox News,Wisconsin,2020-09-02,801.0,0.54,0.45999999999999996,0.08,0.54,0.0176100073694068,10,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
1068,CNBC/Change Research,Wisconsin,2020-08-26,925.0,0.525,0.475,0.07,0.525,0.01641933599737196,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1069,Trafalgar Group,Wisconsin,2020-08-25,1011.0,0.495,0.505,0.09,0.495,0.015724350316573918,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1070,Civiqs,Wisconsin,2020-08-21,754.0,0.53,0.47000000000000003,0.04,0.53,0.018176120399720778,10,B/C,,,,0.0,2.0,0.0
1071,Redfield & Wilton,Wisconsin,2020-08-21,812.0,0.55,0.45,0.12,0.55,0.0174586069222325,10,,,,,0.0,,0.0
1072,Morning Consult,Wisconsin,2020-08-17,788.0,0.53,0.47,0.08,0.53,0.01777967241737135,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1073,CNBC/Change Research,Wisconsin,2020-08-12,384.0,0.52,0.48,0.1,0.52,0.025495097567963924,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1074,Marquette Law,Wisconsin,2020-08-11,675.0,0.525,0.475,0.07,0.525,0.01922093765778466,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1075,Univ. of Wisconsin-Madison,Wisconsin,2020-08-10,734.0,0.53,0.47,0.08,0.53,0.018422087205382694,10,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
1076,YouGov/CBS News,Wisconsin,2020-08-09,994.0,0.53,0.47,0.1,0.53,0.015830464987813285,10,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
1077,Global Strategy Group,Wisconsin,2020-08-03,600.0,0.545,0.45499999999999996,0.07,0.545,0.020329576155608032,10,B/C,D +1.8,D +4.8,D,0.048,2.0,-0.048
1078,Redfield & Wilton,Wisconsin,2020-07-30,742.0,0.55,0.44999999999999996,0.2,0.55,0.018263568968919515,10,,,,,0.0,,0.0
1079,CNBC/Change Research,Wisconsin,2020-07-29,392.0,0.525,0.475,0.09,0.525,0.025222226592545596,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1080,Morning Consult,Wisconsin,2020-07-28,809.0,0.535,0.46499999999999997,0.07,0.535,0.0175359422531147,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
1081,Gravis Marketing,Wisconsin,2020-07-23,796.0,0.54,0.45999999999999996,0.08,0.54,0.01766522860048909,10,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
1082,Spry Strategies,Wisconsin,2020-07-22,700.0,0.505,0.495,0.09,0.505,0.018897278715654876,10,B/C,R +0.3,R +5.4,R,0.054000000000000006,2.0,0.054000000000000006
1083,CNBC/Change Research,Wisconsin,2020-07-15,601.0,0.53,0.47,0.1,0.53,0.020358680545263564,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1084,CNBC/Change Research,Wisconsin,2020-07-01,502.0,0.54,0.45999999999999996,0.06,0.54,0.022244566013556528,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1085,Trafalgar Group,Wisconsin,2020-06-28,1021.0,0.495,0.505,0.09,0.495,0.015647156181619336,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
1086,Redfield & Wilton,Wisconsin,2020-06-25,846.0,0.545,0.45499999999999996,0.19,0.545,0.0171205916139134,10,,,,,0.0,,0.0
1087,NY Times / Siena College,Wisconsin,2020-06-25,655.0,0.5549999999999999,0.445,0.13,0.5549999999999999,0.019418060374360002,10,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
1088,Marquette Law,Wisconsin,2020-06-24,805.0,0.545,0.45499999999999996,0.07,0.545,0.01755116743299059,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1089,CNBC/Change Research,Wisconsin,2020-06-17,231.0,0.52,0.48,0.08,0.52,0.03287125614453273,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1090,CNBC/Change Research,Wisconsin,2020-06-03,382.0,0.5,0.5,0.1,0.5,0.025582225504832544,10,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
1091,Fox News,Wisconsin,2020-06-03,801.0,0.545,0.455,0.11,0.545,0.0175949359982928,10,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
1092,Redfield & Wilton,Wisconsin,2020-05-21,875.0,0.55,0.45,0.14,0.55,0.01681835731744164,10,,,,,0.0,,0.0
1093,Marquette Law,Wisconsin,2020-05-12,811.0,0.515,0.485,0.11,0.515,0.017549472083424764,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1094,Public Policy,Wisconsin,2020-04-23,1415.0,0.525,0.47500000000000003,0.05,0.525,0.013275418980830992,10,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
1095,Ipsos/Reuters,Wisconsin,2020-04-22,645.0,0.515,0.48500000000000004,0.17,0.515,0.01967861941335072,10,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
1096,Hart Research,Wisconsin,2020-04-13,301.0,0.505,0.495,0.05,0.505,0.028818079873141285,10,,,,,0.0,,0.0
1097,Marquette Law,Wisconsin,2020-04-01,813.0,0.515,0.485,0.07,0.515,0.01752787272498356,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1098,Baldwin Wallace Univ.,Wisconsin,2020-03-25,822.0,0.5,0.5,0.1,0.5,0.017439502660378893,10,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
1099,Public Policy,Wisconsin,2020-03-12,1727.0,0.515,0.485,0.07,0.515,0.012026197036919711,10,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
1100,Yahoo/YouGov,Wisconsin,2020-03-09,459.0,0.51,0.49,0.14,0.51,0.023333333333333334,10,,,,,0.0,,0.0
1101,Marquette Law,Wisconsin,2020-02-27,1000.0,0.5,0.5,0.08,0.5,0.015811388300841896,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1102,Expedition Strategies,Wisconsin,2020-02-24,500.0,0.49,0.51,0.14,0.49,0.022356207191739835,10,,,,,0.0,,0.0
1103,Univ. of Wisconsin-Madison,Wisconsin,2020-02-23,936.0,0.51,0.49,0.12,0.51,0.01633974233233742,10,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
1104,Quinnipiac,Wisconsin,2020-02-20,823.0,0.46499999999999997,0.535,0.09,0.46499999999999997,0.01738615110666437,10,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
1105,Tarrance Group,Wisconsin,2020-01-16,500.0,0.505,0.495,0.07,0.505,0.0223595617130569,10,B/C,R +0.9,R +2.4,R,0.024,2.0,0.024
1106,Marquette Law,Wisconsin,2020-01-15,800.0,0.52,0.48,0.06,0.52,0.017663521732655695,10,A/B,D +0.2,D +1.0,D,0.01,1.0,-0.01
1107,Fox News,Wisconsin,2020-01-09,1504.0,0.525,0.475,0.13,0.525,0.012876639536178716,10,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
1108,Univ. of Wyoming,Wyoming,2020-10-30,614.0,0.36,0.64,0.1,0.36,0.01937122349451028,3,,,,,0.0,,0.0
1109,Axios / SurveyMonkey,Wyoming,2020-10-17,499.0,0.35000000000000003,0.65,0.02,0.35000000000000003,0.021352091786223066,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
1110,Axios / SurveyMonkey,Wyoming,2020-10-01,236.0,0.34500000000000003,0.655,0.01,0.34500000000000003,0.03094383923240098,3,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
